text,label
"slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .",0
and it 's a lousy one at that .,0
a film about female friendship that men can embrace and women will talk about for hours .,4
"colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor .",4
less-than-compelling documentary of a yiddish theater clan .,2
"weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",4
it 's unnerving to see recoing 's bizzarre reaction to his unemployment .,2
the movie is a trove of delights .,4
it did n't go straight to video .,2
offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film .,4
like a poor man 's you can count on me,2
there 's not a comedic moment in this romantic comedy .,0
a peculiar misfire that even tunney ca n't save .,0
is `` ballistic '' worth the price of admission ?,2
"personally , i 'd rather watch them on the animal planet .",0
sexy and romantic .,4
there 's not much going on in this movie unless you simply decide to buy into the notion that something inexplicably strange once happened in point pleasant .,2
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",4
what might 've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,2
"this is n't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work .",2
sheridan ... smoothes over sources of conflict that could have lent the film a bit more depth .,2
"poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",0
"demonstrates the unusual power of thoughtful , subjective filmmaking .",4
the ga-zillionth airhead movie about a wife in distress who resorts to desperate measures .,2
it is refreshingly undogmatic about its characters .,4
"occasionally funny , sometimes inspiring , often boring .",2
it is there to give them a good time .,2
the last three narcissists left on earth compete for each others ' affections .,2
"with each of her three protagonists , miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",4
"thanks to ice cube , benjamins feels an awful lot like friday in miami .",2
"more vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .",2
ryan gosling ... is at 22 a powerful young actor .,4
"there are problems with this film that even 3 oscar winners ca n't overcome , but it 's a nice girl-buddy movie once it gets rock-n-rolling .",2
"a well-made , thoughtful , well-acted clunker , but a clunker nonetheless .",2
"smart , sassy interpretation of the oscar wilde play .",4
the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip .,4
"sean penn , you owe nicolas cage an apology .",2
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0
"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot",2
"though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",2
it 's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,2
one of the most genuinely sweet films to come along in quite some time .,4
"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck .",0
arguably the best script that besson has written in years .,4
do n't be fooled by the impressive cast list - eye see you is pure junk .,0
"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i do n't think that a.c. will help this movie one bit .",0
a dreadful live-action movie .,0
"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .",4
you can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,0
manages to be both hugely entertaining and uplifting .,4
it 's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .,4
"it 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable .",2
you begin to long for the end credits as the desert does for rain .,0
"what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion .",4
the recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom .,2
this one aims for the toilet and scores a direct hit .,0
it 's also the year 's sweetest movie .,4
... what a banal bore the preachy circuit turns out to be,0
"sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony .",0
a cinematic sleeping pill of impressive potency .,2
"a pleasant , if forgettable , romp of a film .",2
britney 's performance can not be faulted .,2
"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants ' so to be one of us may be the most tuneless tune ever composed .",0
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",4
"it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it .",4
the movie has lots of dancing and fabulous music .,4
-lrb- leigh -rrb- has a true talent for drawing wrenching performances from his actors -lrb- improvised over many months -rrb- and for conveying the way tiny acts of kindness make ordinary life survivable .,4
"harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",2
"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .",4
"eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .",0
"cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .",4
"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work .",4
`` juwanna mann ? '',2
"unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare .",0
"although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .",2
"another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .",2
a true-blue delight .,4
"one of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",2
maelstrom is a deliberately unsteady mixture of stylistic elements .,2
"highly irritating at first , mr. koury 's passive technique eventually begins to yield some interesting results .",2
"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood .",0
"the origin story is well told , and the characters will not disappoint anyone who values the original comic books .",2
"if `` lilo & stitch '' is n't the most edgy piece of disney animation to hit the silver screen , then this first film to use a watercolor background since `` dumbo '' certainly ranks as the most original in years .",4
`` its successes are also tempered with elements which prove the direct antithesis of what it gets right . '',2
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",4
"it is not what you see , it is what you think you see .",2
"the messages of compassion and mercy are clearly , squarely and specifically expounded via computer animated old testament tale of jonah and the whale .",2
"over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance .",2
"more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , soderbergh 's solaris is a gorgeous and deceptively minimalist cinematic tone poem .",4
nair does n't use -lrb- monsoon wedding -rrb- to lament the loss of culture .,2
"if you liked such movies as notting hill , four weddings and a funeral , bridget jones ' diary or high fidelity , then you wo n't want to miss about a boy .",4
it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',0
bouquet gives a performance that is masterly .,4
"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",4
"it 's an exhilarating place to visit , this laboratory of laughter .",4
almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears . ',4
brosnan gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day .,4
"having never been a huge fan of dickens ' 800-page novel , it surprised me how much pleasure i had watching mcgrath 's version .",4
veers uncomfortably close to pro-serb propaganda .,2
only two words will tell you what you know when deciding to see it : anthony .,2
the first half bursts with a goofy energy previous disney films only used for a few minutes here and there .,2
veterans of the dating wars will smirk uneasily at the film 's nightmare versions of everyday sex-in-the-city misadventures .,2
... a lesson in prehistoric hilarity .,2
"lavishly , exhilaratingly tasteless .",2
below is well below expectations .,0
the movie is essentially a series of fleetingly interesting actors ' moments .,2
"an uplifting drama ... what antwone fisher is n't , however , is original .",2
how i killed my father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .,2
"once she lets her love depraved leads meet , -lrb- denis ' -rrb- story becomes a hopeless , unsatisfying muddle",0
"each punch seen through prison bars , the fights become not so much a struggle of man vs. man as brother-man vs. the man .",2
"it 's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up .",2
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0
a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year .,2
"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",4
post 9\/11 the philosophical message of `` personal freedom first '' might not be as palatable as intended .,2
"-lrb- nelson 's -rrb- movie about morally compromised figures leaves viewers feeling compromised , unable to find their way out of the fog and the ashes .",2
a drama ?,2
de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork .,0
"although there are several truly jolting scares , there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .",2
... could easily be called the best korean film of 2002 .,4
why make a documentary about these marginal historical figures ?,0
the film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .,4
more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now .,0
"in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .",0
the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .,0
the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guys .,2
"the documentary does little , apart from raising the topic , to further stoke the conversation .",2
beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly .,4
one of the oddest and most inexplicable sequels in movie history .,2
"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip .",0
"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .",4
"there 's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",0
spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .,4
the tenderness of the piece is still intact .,4
"the best comedy concert movie i 've seen since cho 's previous concert comedy film , i 'm the one that i want , in 2000 .",4
your stomach for heaven depends largely on your appetite for canned corn .,2
a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal .,2
energetic and boldly provocative .,4
the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes -lrb- of which they 'll get plenty -rrb- fills me with revulsion .,0
"... a gleefully grungy , hilariously wicked black comedy ...",4
"vibrantly colored and beautifully designed , metropolis is a feast for the eyes .",4
definitely worth 95 minutes of your time .,4
"true to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` the country bears ' should never have been brought out of hibernation .",0
"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece .",4
... spellbinding fun and deliciously exploitative .,4
"for a film that celebrates radical , nonconformist values , what to do in case of fire ?",2
a movie that falls victim to frazzled wackiness and frayed satire .,2
anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` the ring . ',2
"halloween : resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .",2
"a dull , inconsistent , dishonest female bonding picture .",0
"the entire cast is first-rate , especially sorvino .",4
"special p.o.v. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen .",4
"bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",2
"hailed as a clever exercise in neo-hitchcockianism , this clever and very satisfying picture is more accurately chabrolian .",4
"however stale the material , lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .",2
"after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .",0
"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding .",4
the draw -lrb- for `` big bad love '' -rrb- is a solid performance by arliss howard .,4
-lrb- l -rrb- ame and unnecessary .,0
"very well made , but does n't generate a lot of tension .",2
the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,4
"a fine film , but it would be a lot better if it stuck to betty fisher and left out the other stories .",2
near the end takes on a whole other meaning .,2
"both stars manage to be funny , but , like the recent i spy , the star chemistry begs the question of whether random gags add up to a movie .",2
"a refreshingly realistic , affectation-free coming-of-age tale .",4
"william shatner , as a pompous professor , is the sole bright spot ...",2
one of the worst movies of the year .,0
... a triumph of emotionally and narratively complex filmmaking .,4
a film in a class with spike lee 's masterful do the right thing .,4
"there 's a thin line between likably old-fashioned and fuddy-duddy , and the count of monte cristo ... never quite settles on either side .",2
"his characters are engaging , intimate and the dialogue is realistic and greatly moving .",4
enjoy it for what it is ; you can hate yourself later .,2
"here , alas , it collapses like an overcooked soufflé .",0
"it 's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family .",4
"if you 're a comic fan , you ca n't miss it .",4
an annoying orgy of excess and exploitation that has no point and goes nowhere .,0
"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film",4
a movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,2
"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",4
"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power .",2
seldom has a movie so closely matched the spirit of a man and his work .,4
"oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .",0
a man leaving the screening said the film was better than saving private ryan .,4
"it 's not that waiting for happiness is a bad film , because it is n't .",2
"effective in all its aspects , margarita happy hour represents an auspicious feature debut for chaiken .",4
brings awareness to an issue often overlooked -- women 's depression .,2
"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0
"the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .",0
a knowing sense of humor and a lot of warmth ignite son of the bride .,4
"it 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .",2
"these are names to remember , in order to avoid them in the future .",0
the date movie that franz kafka would have made .,2
"you really have to salute writer-director haneke -lrb- he adapted elfriede jelinek 's novel -rrb- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",2
he makes you realize that deep inside righteousness can be found a tough beauty .,4
what you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,0
it tells more than it shows .,2
"like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create .",0
it 's just rather leaden and dull .,0
"expect the same-old , lame-old slasher nonsense , just with different scenery .",0
"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0
"though in some ways similar to catherine breillat 's fat girl , rain is the far superior film .",4
one of the best looking and stylish animated movies in quite a while ...,4
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",4
but the second half of the movie really goes downhill .,0
a movie of riveting power and sadness .,4
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures .",4
"it would be great to see this turd squashed under a truck , preferably a semi .",0
nicole kidman makes it a party worth attending .,4
"never having seen the first two films in the series , i ca n't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",0
the pitch must have read like a discarded house beautiful spread .,2
would seem to have a lock on the title of ugliest movie of the year .,0
"impostor does n't do much with its template , despite a remarkably strong cast .",2
it goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .,0
"biggie and tupac is so single-mindedly daring , it puts far more polished documentaries to shame .",4
while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film 's primitive approach to the mechanics of comedy .,2
"if it 's another regurgitated action movie you 're after , there 's no better film than half past dead .",2
meant for star wars fans .,2
one of the most unpleasant things the studio has ever produced .,0
"just another disjointed , fairly predictable psychological thriller .",0
"half submarine flick , half ghost story , all in one criminally neglected film",2
"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",0
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there .",4
"it 's a lovely , sad dance highlighted by kwan 's unique directing style .",4
"if there 's one big point to promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",2
chalk it up as the worst kind of hubristic folly .,0
whether jason x is this bad on purpose is never clear .,0
the only way this supernatural snore-fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare .,0
"wow , a jump cut !",2
a grand fart coming from a director beginning to resemble someone 's crazy french grandfather .,0
"overly stylized with lots of flash black - & - white freeze frames reminiscent of a pseudo-hip luxury car commercial , -lrb- it 's -rrb- at its worst when it 's actually inside the ring .",2
"one of the year 's best films , featuring an oscar-worthy performance by julianne moore .",4
one of the most significant moviegoing pleasures of the year .,4
"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",4
steven spielberg brings us another masterpiece,4
the filmmakers lack the nerve ... to fully exploit the script 's potential for sick humor .,2
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .,4
"swims in mediocrity , sticking its head up for a breath of fresh air now and then .",0
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama .",4
"most of the supporting characters in eastwood films are weak , as are most of the subplots .",0
though haynes ' style apes films from the period ... its message is not rooted in that decade .,2
wins my vote for ` the 2002 enemy of cinema ' award .,2
there are moments of real pleasure to be found in sara sugarman 's whimsical comedy very annie-mary but not enough to sustain the film .,2
"beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",0
"the film is all a little lit crit 101 , but it 's extremely well played and often very funny .",4
it 's sweet ... but just a little bit too precious at the start and a little too familiar at the end .,2
"goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .",4
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",4
"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh .",2
"the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",2
"in moonlight mile , no one gets shut out of the hug cycle .",2
"the performances are immaculate , with roussillon providing comic relief .",4
"a canny , derivative , wildly gruesome portrait of a london sociopath who 's the scariest of sadists .",2
"the beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .",2
just embarrassment and a vague sense of shame .,0
a wildly entertaining scan of evans ' career .,4
"be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .",0
"sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do .",2
"-lrb- kirshner wins , but it 's close . -rrb-",2
suffocated at conception by its munchausen-by-proxy mum .,0
her delivery and timing are flawless .,4
"overall , it 's a pretty mediocre family film .",2
"this one is definitely one to skip , even for horror movie fanatics .",0
"whether kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion .",2
journalism of the 1960s .,2
"this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it 's necessary .",2
"a slick , engrossing melodrama .",4
"when you think you 've figured out bielinsky 's great game , that 's when you 're in the most trouble : he 's the con , and you 're just the mark .",2
"swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .",4
"even if you 're an elvis person , you wo n't find anything to get excited about on this dvd .",0
a zinger-filled crowd-pleaser that open-minded elvis fans -lrb- but by no means all -rrb- will have fun with .,4
"when mr. hundert tells us in his narration that ` this is a story without surprises , ' we nod in agreement .",2
it 's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison .,0
a very pretty after-school special .,2
`` the best disney movie since the lion king '',4
"lame , haphazard teen comedy .",0
"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",4
no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes .,4
it is now .,2
"if there was any doubt that peter o'fallon did n't have an original bone in his body , a rumor of angels should dispel it .",0
"indeed , none of these words really gets at the very special type of badness that is deuces wild .",2
michael moore 's latest documentary about america 's thirst for violence is his best film yet ...,4
"trailer park magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all .",2
like the chelsea 's denizens ... burdette 's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste .,2
brady achieves the remarkable feat of squandering a topnotch foursome of actors ... by shoving them into every clichéd white-trash situation imaginable .,2
"this is a picture that maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .",2
"the performers are so spot on , it is hard to conceive anyone else in their roles .",4
the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,4
"blessed with a searing lead performance by ryan gosling -lrb- murder by numbers -rrb- , the movie is powerful and provocative .",4
... an enjoyably frothy ` date movie ' ...,4
it 's a movie -- and an album -- you wo n't want to miss .,4
"unfortunately , it 's also not very good .",0
generic thriller junk .,0
but not a whit more .,2
"when not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since macy gray 's game of chinese whispers with mr bean .",2
this pathetic junk is barely an hour long .,0
everything is pegged into the groove of a new york dating comedy with ` issues ' to simplify .,2
the very simple story seems too simple and the working out of the plot almost arbitrary .,0
"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .",0
"if you 've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is .",2
ranks among willams ' best screen work .,4
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",4
"miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout .",4
there ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .,2
extraordinary debut from josh koury .,4
"you wo n't miss its messages , but you 'll be entertained as well .",2
that is because - damn it !,2
"despite bearing the paramount imprint , it 's a bargain-basement european pickup .",0
"in the end , ted bundy 's only justification is the director 's common but unexplored fascination with the frustrated maniac ; there 's no larger point , and little social context .",2
one ca n't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney 's latest album .,0
"-lrb- a -rrb- superbly controlled , passionate adaptation of graham greene 's 1955 novel .",4
what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .,0
"rollerball is as bad as you think , and worse than you can imagine .",0
easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .,4
makes for a pretty unpleasant viewing experience .,0
"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",4
"first and foremost ... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings .",4
"asia authors herself as anna battista , an italian superstar and aspiring directress who just happens to be her own worst enemy .",2
star trek : nemesis meekly goes where nearly every star trek movie has gone before .,2
it 's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .,4
"please , someone , stop eric schaeffer before he makes another film .",0
there is more than one joke about putting the toilet seat down .,2
"` tadpole ' was one of the films so declared this year , but it 's really more of the next pretty good thing .",2
"while kids will probably eat the whole thing up , most adults will be way ahead of the plot .",2
clever but not especially compelling .,2
"at the end of the movie , my 6-year-old nephew said , `` i guess i come from a broken family , and my uncles are all aliens , too . ''",2
... the picture 's cleverness is ironically muted by the very people who are intended to make it shine .,2
a ragbag of cliches .,0
"what eric schaeffer has accomplished with never again may not , strictly speaking , qualify as revolutionary .",2
"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original .",0
proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts .,2
new best friend should n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,0
is that it 's a crime movie made by someone who obviously knows nothing about crime .,0
"light-years ahead of paint-by-number american blockbusters like pearl harbor , at least artistically .",4
"one of the more irritating cartoons you will see this , or any , year .",0
"i was trying to decide what annoyed me most about god is great ... i 'm not , and then i realized that i just did n't care .",0
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0
the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers .,2
"a sensitive , moving , brilliantly constructed work .",4
"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",0
... a preachy parable stylized with a touch of john woo bullet ballet .,2
"gives us a lot to chew on , but not all of it has been properly digested .",2
"an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",4
one of the most highly-praised disappointments i 've had the misfortune to watch in quite some time .,0
go .,2
holm ... embodies the character with an effortlessly regal charisma .,4
"a stirring , funny and finally transporting re-imagining of beauty and the beast and 1930s horror films",4
"it 's up to you to decide whether to admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life .",2
"still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",2
"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",0
and that holds true for both the movie and the title character played by brendan fraser .,2
this rough trade punch-and-judy act did n't play well then and it plays worse now .,2
i 've heard that the fans of the first men in black have come away hating the second one .,2
scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,0
"certain to be distasteful to children and adults alike , eight crazy nights is a total misfire .",0
the film 's overall mood and focus is interesting but constantly unfulfilling .,2
"well-meaning to a fault , antwone fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .",2
"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me .",4
"it 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",2
"supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",2
"it 's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb .",4
"yes , you are , ben kingsley .",2
"just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after -lrb- or during -rrb- consumption of its second half .",2
"a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .",0
just one problem : fish out of water usually die .,2
debate it .,2
"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",4
"needless to say , the dramatics that follow are utter hooey .",0
boring and meandering .,0
an effortlessly accomplished and richly resonant work .,4
one of the most incoherent features in recent memory .,0
viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .,0
two hours of junk .,0
the fourth in a series that i 'll bet most parents had thought -- hoped !,2
`` roger michell -lrb- '' notting hill `` -rrb- directs a morality thriller . '',2
"fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",4
"a huge disappointment coming , as it does , from filmmakers and performers of this calibre",0
"-lrb- t -rrb- his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .",0
about as big a crowdpleaser as they possibly come .,4
"unfortunately , the picture failed to capture me .",0
"-lrb- hayek -rrb- throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina and she gradually makes us believe she is kahlo .",4
"so earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .",2
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,4
harland williams is so funny in drag he should consider permanent sex-reassignment .,2
most of the film feels conceived and shot on the fly -- like between lunch breaks for shearer 's radio show and his simpson voice-overs .,2
"boldly engineering a collision between tawdry b-movie flamboyance and grandiose spiritual anomie , rose 's film , true to its source material , provides a tenacious demonstration of death as the great equalizer .",2
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",4
